iter	Logloss
432	0.4548774799
433	0.4548251251
434	0.4547750818
435	0.454708524
436	0.4546639779
437	0.4546163929
438	0.454571802
439	0.4545534475
440	0.4544913117
441	0.4544555726
442	0.4544101127
443	0.4543703792
444	0.4543340828
445	0.4543136365
446	0.454268864
447	0.4542258432
448	0.4541767009
449	0.4541600082
450	0.4541061116
451	0.4540656352
452	0.4540140805
453	0.4539490103
454	0.4539247157
455	0.4538708135
456	0.4538024352
457	0.4537423193
458	0.453694798
459	0.4536665425
460	0.4536097802
461	0.4535840926
462	0.4535509985
463	0.4535100249
464	0.4534603962
465	0.4534359346
466	0.4534127279
467	0.4533832188
468	0.4533524442
469	0.4532995161
470	0.4532464952
471	0.4532153684
472	0.4531669178
473	0.453117898
474	0.4530604225
475	0.4530357626
476	0.4529856164
477	0.452952804
478	0.4528919141
479	0.4528564082
480	0.4527888512
481	0.4527607624
482	0.4527348665
483	0.4527001474
484	0.4526576882
485	0.4526143739
486	0.4525774431
487	0.4525148478
488	0.4524859149
489	0.4524609694
490	0.452436163
491	0.4523791401
492	0.452333101
493	0.4523030749
494	0.4522608121
495	0.4522459539
496	0.4522011245
497	0.4521565053
498	0.4521373523
499	0.4520936606
500	0.4520480686
501	0.4520029795
502	0.4519858013
503	0.4519499014
504	0.4519034682
505	0.45189196
506	0.4518541161
507	0.4517943301
508	0.4517522934
509	0.4517268036
510	0.4516975654
511	0.451653617
512	0.4516096509
513	0.451576276
514	0.4515523909
515	0.4515161518
516	0.4514722123
517	0.4514362011
518	0.4514043276
519	0.4513640192
520	0.4513341071
521	0.4512873013
522	0.4512414682
523	0.4512108811
524	0.4511829204
525	0.4511278429
526	0.4510830832
527	0.4510596357
528	0.4510310414
529	0.4509881081
530	0.4509427126
531	0.4509191379
532	0.4508532494
533	0.4508126435
534	0.4507931695
535	0.4507589809
536	0.4507217666
537	0.4506754462
538	0.4506229758
539	0.450584707
540	0.4505523019
541	0.4505037522
542	0.4504612156
543	0.4504199586
544	0.4503864813
545	0.4503188015
546	0.4502788996
547	0.4502410394
548	0.4502045169
549	0.4501881527
550	0.4501472688
551	0.4501095287
552	0.4500763636
553	0.4500647525
554	0.450000823
555	0.4499547445
556	0.4499118099
557	0.4498745601
558	0.4498490057
559	0.4498186652
560	0.4497856391
561	0.449743017
562	0.4496936721
563	0.44966432
564	0.4496333581
565	0.4495945032
566	0.4495667266
567	0.4495209453
568	0.4494907549
569	0.449462656
570	0.4494363125
571	0.4493903579
572	0.4493600941
573	0.4493386676
574	0.4493152082
575	0.4492680128
576	0.4492507515
577	0.4492111603
578	0.4491571318
579	0.4491245994
580	0.4490647619
581	0.4490308927
582	0.4490002031
583	0.4489388425
584	0.4488966451
585	0.4488587688
586	0.4488263853
587	0.448795036
588	0.4487622
589	0.4487187462
590	0.4486962876
591	0.4486636227
592	0.4486320696
593	0.448601515
594	0.4485641106
595	0.4485425056
596	0.4485012547
597	0.4484654204
598	0.4484507797
599	0.4484104591
600	0.4483611651
601	0.4483322683
602	0.4482815605
603	0.4482390627
604	0.4482072681
605	0.448196145
606	0.4481677117
607	0.4481463196
608	0.4481090188
609	0.4480911369
610	0.448021147
611	0.447955886
612	0.4479055378
613	0.4478500537
614	0.4477853989
615	0.4477636974
616	0.447738437
617	0.4477019246
618	0.4476423687
619	0.4476004517
620	0.4475871143
621	0.4475722702
622	0.4475411068
623	0.447509594
624	0.4474900772
625	0.447475448
626	0.4474430255
627	0.4474239156
628	0.4473914092
629	0.447337502
630	0.4473097559
631	0.447293583
632	0.4472743418
633	0.4472309886
634	0.4472062965
635	0.4471703155
636	0.4471177488
637	0.4470986037
638	0.4470665908
639	0.4470421589
640	0.4470216706
641	0.4469883113
642	0.4469570924
643	0.446914755
644	0.4468582303
645	0.4468366768
646	0.4468223648
647	0.4467934265
648	0.4467617908
649	0.4467249208
650	0.4466874333
651	0.4466566817
652	0.4466098265
653	0.4465781658
654	0.4465393575
655	0.4464867932
656	0.4464625305
657	0.4464301385
658	0.4463917291
659	0.4463540221
660	0.446338597
661	0.446320985
662	0.4462996403
663	0.4462690688
664	0.4462434334
665	0.4461891221
666	0.4461632775
667	0.4461216073
668	0.4460824179
669	0.446061277
670	0.4460327522
671	0.445992833
672	0.4459658102
673	0.4458946445
674	0.4458680291
675	0.4458334253
676	0.4458057056
677	0.4457677507
678	0.4457429941
679	0.4457090936
680	0.4456625326
681	0.4456340598
682	0.4456237136
683	0.445560894
684	0.4455391432
685	0.4454914731
686	0.4454566025
687	0.4454315412
688	0.4454004311
689	0.4453448252
690	0.4453195199
691	0.4452875149
692	0.44526169
693	0.4452321895
694	0.4451664788
695	0.4451163833
696	0.4451001409
697	0.4450501153
698	0.4450253454
699	0.4450049219
700	0.4449617876
701	0.4449395579
702	0.4449237227
703	0.444865684
704	0.4448333497
705	0.4447831704
706	0.4447316515
707	0.4447158037
708	0.4446995096
709	0.4446743145
710	0.4446080641
711	0.4445475966
712	0.4445191032
713	0.4444856296
714	0.4444505461
715	0.4444033143
716	0.4443609317
717	0.4443475541
718	0.4443296619
719	0.4442876879
720	0.4442677838
721	0.444234375
722	0.4442052087
723	0.4441610394
724	0.4441500234
725	0.4441012636
726	0.4440673314
727	0.444036558
728	0.4439901068
729	0.44395142
730	0.4439243958
731	0.4439054497
732	0.4438494829
733	0.4438365532
734	0.4438075179
735	0.4437464299
736	0.4437405186
737	0.4436950446
738	0.4436708059
739	0.4436491789
740	0.4436154391
741	0.4435982572
742	0.443562672
743	0.4435201965
744	0.4434799638
745	0.4434639262
746	0.4434217224
747	0.4434025549
748	0.4433596259
749	0.4433300186
750	0.4433167582
751	0.4432785939
752	0.4432542408
753	0.4432210433
754	0.4431624953
755	0.443144834
756	0.4431144825
757	0.4430714323
758	0.4430470004
759	0.4430274958
760	0.4430043693
761	0.4429460578
762	0.4429177175
763	0.4428596614
764	0.4428260005
765	0.4428059133
766	0.4427413839
767	0.4427164045
768	0.4426873136
769	0.4426493903
770	0.4426212451
771	0.4426091426
772	0.4425819839
773	0.4425669668
774	0.4425304349
775	0.4424754879
776	0.4424441618
777	0.442429919
778	0.4424028999
779	0.4423689974
780	0.4423544469
781	0.4423235481
782	0.442268946
783	0.4422379174
784	0.4421861208
785	0.4421653106
786	0.4421308598
787	0.442111912
788	0.4420894836
789	0.4420519845
790	0.4420265658
791	0.4420060252
792	0.4419910261
793	0.4419623673
794	0.4419361608
795	0.4419268802
796	0.4418947524
797	0.4418625521
798	0.4418323864
799	0.4418104082
800	0.4417630534
801	0.4417495747
802	0.4417121237
803	0.4416734901
804	0.4416370146
805	0.4416013967
806	0.4415866886
807	0.4415587983
808	0.441506821
809	0.4414314645
810	0.4413978962
811	0.4413633532
812	0.4413456564
813	0.4413281047
814	0.4413064857
815	0.4412955161
816	0.4412673183
817	0.441227224
818	0.4411943494
819	0.4411773379
820	0.4411502378
821	0.4411314711
822	0.4411037521
823	0.441055608
824	0.4410271472
825	0.4410016264
826	0.4409767407
827	0.4409466176
828	0.4409152546
829	0.440888207
830	0.4408424024
831	0.4408264973
832	0.4407850479
833	0.4407445096
834	0.4407084287
835	0.4406770479
836	0.4406530811
837	0.4406322803
838	0.4406140501
839	0.4405828637
840	0.440534665
841	0.4405002557
842	0.440453843
843	0.4404377849
844	0.4403762987
845	0.4403506477
846	0.4403225168
847	0.4402948747
848	0.4402641674
849	0.4402368723
850	0.4402046648
851	0.4401677979
852	0.4401300019
853	0.4401005996
854	0.4400666489
855	0.4400349654
856	0.4399858355
857	0.4399710023
858	0.4399464316
859	0.4399318305
860	0.4399224515
861	0.4398868195
862	0.4398519603
863	0.4398266278
864	0.4397756404
865	0.4397456534
866	0.4397050556
867	0.4396783373
868	0.4396271394
869	0.4395987515
870	0.4395796935
871	0.4395483957
872	0.4394915023
873	0.4394645789
874	0.4394168528
875	0.4393968261
876	0.4393638665
877	0.4393494108
878	0.4393006009
879	0.4392624782
880	0.4392442145
881	0.4392294675
882	0.4391819223
883	0.4391676458
884	0.4391315735
885	0.4391005672
886	0.4390269269
887	0.4390140986
888	0.4389910442
889	0.4389536849
890	0.4389106543
891	0.4388697084
892	0.438816991
893	0.4387873741
894	0.4387568999
895	0.4387280435
896	0.4386698578
897	0.4386569243
898	0.4386442485
899	0.4386030399
900	0.4385766594
901	0.4385433958
902	0.4385056771
903	0.4384824025
904	0.438466608
905	0.4384454402
906	0.438418252
907	0.438381993
908	0.4383629743
909	0.4383339515
910	0.4383130777
911	0.4382778375
912	0.4382512735
913	0.4382205592
914	0.4381777509
915	0.4381235415
916	0.4380767094
917	0.4380566624
918	0.4380314243
919	0.4379972247
920	0.4379651589
921	0.4379330717
922	0.4379170992
923	0.4379025509
924	0.4378689555
925	0.4378474424
926	0.4378019956
927	0.4377700699
928	0.4377372309
929	0.4377301079
930	0.4377098203
931	0.4376782924
932	0.4376516771
933	0.4376192229
934	0.4375885099
935	0.4375454372
936	0.437501036
937	0.4374743655
938	0.4374465499
939	0.4374200611
940	0.4374089835
941	0.4373853788
942	0.4373563363
943	0.4373394616
944	0.4373192261
945	0.4372840098
946	0.4372414889
947	0.4372234387
948	0.4372002266
949	0.4371706331
950	0.437147928
951	0.4371233406
952	0.4370869746
953	0.4370599264
954	0.4370392466
955	0.4370185904
956	0.4369892692
957	0.43694046
958	0.4369099901
959	0.4368344501
960	0.4368243715
961	0.4367767831
962	0.436727044
963	0.4367003941
964	0.4366431557
965	0.4365960239
966	0.4365785453
967	0.4365335969
968	0.436492115
969	0.4364684912
970	0.436444192
971	0.4364203101
972	0.4363711489
973	0.4363607991
974	0.436325976
975	0.4362849577
976	0.4362647791
977	0.4362211911
978	0.4362096884
979	0.4361940627
980	0.4361341838
981	0.4360976845
982	0.4360657495
983	0.4359772178
984	0.4359597464
985	0.4359266212
986	0.435906869
987	0.4358847147
988	0.4358782457
989	0.4358572225
990	0.4358201806
991	0.4357978948
992	0.4357727516
993	0.4357432907
994	0.435714742
995	0.4357047053
996	0.4356944525
997	0.4356475997
998	0.4356139262
999	0.4355873243
